Latitude (decimal degrees):	6.160
Longitude (decimal degrees):	-75.580
Elevation (m):	1618
Radiation database:	PVGIS-ERA5


Slope: 0 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230101:0030,0.0,0.0,0.0,0.0,14.92,0.14,0.0
20230101:0130,0.0,0.0,0.0,0.0,14.47,0.21,0.0
20230101:0230,0.0,0.0,0.0,0.0,14.18,0.34,0.0
20230101:0330,0.0,0.0,0.0,0.0,13.75,0.14,0.0
20230101:0430,0.0,0.0,0.0,0.0,13.29,0.34,0.0
20230101:0530,0.0,0.0,0.0,0.0,13.01,0.62,0.0
20230101:0630,0.0,0.0,0.0,0.0,12.81,0.76,0.0
20230101:0730,0.0,0.0,0.0,0.0,12.39,0.76,0.0
20230101:0830,0.0,0.0,0.0,0.0,12.1,0.76,0.0
20230101:0930,0.0,0.0,0.0,0.0,12.45,0.62,0.0
20230101:1030,0.0,0.0,0.0,0.0,12.28,0.62,0.0
20230101:1130,0.0,10.0,0.0,3.14,12.5,0.41,0.0
20230101:1230,24.05,52.75,0.0,16.68,12.59,0.28,0.0
20230101:1330,149.05,104.4,0.0,29.79,15.02,0.21,0.0
20230101:1430,118.1,160.4,0.0,42.06,14.82,0.34,0.0
20230101:1530,191.65,193.35,0.0,52.61,15.42,0.28,0.0
20230101:1630,320.95,269.25,0.0,59.55,15.83,0.14,0.0
20230101:1730,200.65,232.15,0.0,60.23,16.9,0.0,0.0
20230101:1830,182.35,214.6,0.0,54.29,17.06,0.07,0.0
20230101:1930,190.15,188.5,0.0,44.25,16.39,0.41,0.0
20230101:2030,114.5,151.1,0.0,32.22,16.56,0.28,0.0
20230101:2130,34.9,115.1,0.0,19.23,15.37,0.48,0.0
20230101:2230,10.55,32.5,0.0,5.75,16.06,0.41,0.0
20230101:2330,0.0,0.0,0.0,0.0,14.26,0.28,0.0
20230102:0030,0.0,0.0,0.0,0.0,13.21,0.28,0.0
20230102:0130,0.0,0.0,0.0,0.0,12.92,0.07,0.0
20230102:0230,0.0,0.0,0.0,0.0,12.4,0.28,0.0
20230102:0330,0.0,0.0,0.0,0.0,12.77,0.28,0.0
20230102:0430,0.0,0.0,0.0,0.0,12.82,0.21,0.0
20230102:0530,0.0,0.0,0.0,0.0,12.53,0.14,0.0
20230102:0630,0.0,0.0,0.0,0.0,12.14,0.21,0.0
20230102:0730,0.0,0.0,0.0,0.0,11.41,0.14,0.0
20230102:0830,0.0,0.0,0.0,0.0,11.55,0.14,0.0
20230102:0930,0.0,0.0,0.0,0.0,11.16,0.14,0.0
20230102:1030,0.0,0.0,0.0,0.0,11.2,0.21,0.0
20230102:1130,0.0,16.2,0.0,3.05,11.37,0.21,0.0
20230102:1230,63.0,71.3,0.0,16.6,11.62,0.14,0.0
20230102:1330,200.65,122.95,0.0,29.73,13.01,0.07,0.0
20230102:1430,382.95,143.6,0.0,42.02,14.56,0.62,0.0
20230102:1530,469.5,169.75,0.0,52.6,16.31,0.55,0.0
20230102:1630,451.7,234.45,0.0,59.6,17.64,0.41,0.0
20230102:1730,554.26,170.6,0.0,60.34,17.96,0.48,0.0
20230102:1830,386.3,186.25,0.0,54.42,18.41,0.55,0.0
20230102:1930,323.25,153.65,0.0,44.38,18.56,0.14,0.0
20230102:2030,184.1,124.1,0.0,32.35,17.6,0.34,0.0
20230102:2130,48.75,85.65,0.0,19.35,16.52,0.41,0.0
20230102:2230,25.4,21.0,0.0,5.86,15.48,0.0,0.0
20230102:2330,0.0,0.0,0.0,0.0,14.66,0.28,0.0
20230103:0030,0.0,0.0,0.0,0.0,14.15,0.28,0.0
20230103:0130,0.0,0.0,0.0,0.0,13.68,0.34,0.0
20230103:0230,0.0,0.0,0.0,0.0,12.95,0.62,0.0
20230103:0330,0.0,0.0,0.0,0.0,13.17,0.48,0.0
20230103:0430,0.0,0.0,0.0,0.0,12.74,0.41,0.0
20230103:0530,0.0,0.0,0.0,0.0,12.51,0.41,0.0
20230103:0630,0.0,0.0,0.0,0.0,12.44,0.28,0.0
20230103:0730,0.0,0.0,0.0,0.0,11.96,0.21,0.0
20230103:0830,0.0,0.0,0.0,0.0,11.31,0.28,0.0
20230103:0930,0.0,0.0,0.0,0.0,10.94,0.41,0.0
20230103:1030,0.0,0.0,0.0,0.0,10.86,0.34,0.0
20230103:1130,0.0,17.25,0.0,2.96,10.97,0.28,0.0
20230103:1230,64.6,77.65,0.0,16.53,11.92,0.28,0.0
20230103:1330,206.9,124.9,0.0,29.67,13.61,0.28,0.0
20230103:1430,157.55,136.3,0.0,41.98,19.28,0.28,0.0
20230103:1530,172.8,195.0,0.0,52.61,16.83,0.34,0.0
20230103:1630,305.6,177.5,0.0,59.66,15.51,0.34,0.0
20230103:1730,208.6,242.7,0.0,60.45,17.78,0.55,0.0
20230103:1830,37.3,258.3,0.0,54.56,16.97,0.97,0.0
20230103:1930,29.25,165.85,0.0,44.52,16.13,0.55,0.0
20230103:2030,51.3,183.8,0.0,32.48,15.27,0.62,0.0
20230103:2130,62.1,102.85,0.0,19.47,15.57,0.34,0.0
20230103:2230,14.75,29.05,0.0,5.98,14.78,0.55,0.0
20230103:2330,0.0,0.0,0.0,0.0,13.68,0.41,0.0
20230104:0030,0.0,0.0,0.0,0.0,13.23,0.41,0.0
20230104:0130,0.0,0.0,0.0,0.0,12.77,0.28,0.0
20230104:0230,0.0,0.0,0.0,0.0,13.33,0.14,0.0
20230104:0330,0.0,0.0,0.0,0.0,13.16,0.28,0.0
20230104:0430,0.0,0.0,0.0,0.0,12.61,0.21,0.0
20230104:0530,0.0,0.0,0.0,0.0,12.46,0.14,0.0
20230104:0630,0.0,0.0,0.0,0.0,12.28,0.21,0.0
20230104:0730,0.0,0.0,0.0,0.0,12.0,0.28,0.0
20230104:0830,0.0,0.0,0.0,0.0,11.79,0.28,0.0
20230104:0930,0.0,0.0,0.0,0.0,11.78,0.34,0.0
20230104:1030,0.0,0.0,0.0,0.0,11.52,0.34,0.0
20230104:1130,0.0,16.1,0.0,2.88,11.12,0.34,0.0
20230104:1230,77.3,91.15,0.0,16.45,11.11,0.34,0.0
20230104:1330,270.0,140.15,0.0,29.61,15.48,0.48,0.0
20230104:1430,358.2,130.4,0.0,41.95,14.81,0.34,0.0
20230104:1530,377.5,176.85,0.0,52.61,16.23,0.28,0.0
20230104:1630,408.35,146.4,0.0,59.72,16.87,0.34,0.0
20230104:1730,564.66,192.1,0.0,60.57,17.31,0.14,0.0
20230104:1830,380.3,163.3,0.0,54.7,18.76,0.07,0.0
20230104:1930,183.1,213.1,0.0,44.66,18.27,0.48,0.0
20230104:2030,89.65,91.25,0.0,32.61,17.64,0.34,0.0
20230104:2130,70.65,58.5,0.0,19.6,15.9,0.55,0.0
20230104:2230,14.1,21.85,0.0,6.09,15.5,0.69,0.0
20230104:2330,0.0,0.0,0.0,0.0,14.98,0.69,0.0
20230105:0030,0.0,0.0,0.0,0.0,14.34,0.62,0.0
20230105:0130,0.0,0.0,0.0,0.0,13.82,0.55,0.0
20230105:0230,0.0,0.0,0.0,0.0,13.53,0.55,0.0
20230105:0330,0.0,0.0,0.0,0.0,12.74,0.55,0.0
20230105:0430,0.0,0.0,0.0,0.0,12.58,0.55,0.0
20230105:0530,0.0,0.0,0.0,0.0,12.36,0.62,0.0
20230105:0630,0.0,0.0,0.0,0.0,11.35,0.69,0.0
20230105:0730,0.0,0.0,0.0,0.0,11.96,0.62,0.0
20230105:0830,0.0,0.0,0.0,0.0,12.23,0.62,0.0
20230105:0930,0.0,0.0,0.0,0.0,12.39,0.62,0.0
20230105:1030,0.0,0.0,0.0,0.0,12.11,0.62,0.0
20230105:1130,0.0,8.25,0.0,2.79,11.93,0.62,0.0
20230105:1230,51.2,41.8,0.0,16.38,12.39,0.62,0.0
20230105:1330,244.0,97.35,0.0,29.56,14.5,0.62,0.0
20230105:1430,343.5,161.45,0.0,41.93,14.84,0.55,0.0
20230105:1530,473.75,159.3,0.0,52.63,16.79,0.55,0.0
20230105:1630,506.95,198.8,0.0,59.79,17.76,0.55,0.0
20230105:1730,549.66,155.5,0.0,60.7,18.78,0.41,0.0
20230105:1830,142.25,227.65,0.0,54.85,19.26,0.21,0.0
20230105:1930,160.3,210.25,0.0,44.8,17.7,0.34,0.0
20230105:2030,125.35,159.95,0.0,32.75,16.87,0.34,0.0
20230105:2130,27.75,93.55,0.0,19.72,16.71,0.07,0.0
20230105:2230,9.5,21.1,0.0,6.21,15.3,0.34,0.0
20230105:2330,0.0,0.0,0.0,0.0,14.42,0.14,0.0
20230106:0030,0.0,0.0,0.0,0.0,14.07,0.28,0.0
20230106:0130,0.0,0.0,0.0,0.0,14.15,0.07,0.0
20230106:0230,0.0,0.0,0.0,0.0,13.75,0.07,0.0
20230106:0330,0.0,0.0,0.0,0.0,13.44,0.0,0.0
20230106:0430,0.0,0.0,0.0,0.0,12.92,0.41,0.0
20230106:0530,0.0,0.0,0.0,0.0,13.09,0.34,0.0
20230106:0630,0.0,0.0,0.0,0.0,12.67,0.48,0.0
20230106:0730,0.0,0.0,0.0,0.0,12.14,0.55,0.0
20230106:0830,0.0,0.0,0.0,0.0,11.67,0.69,0.0
20230106:0930,0.0,0.0,0.0,0.0,11.63,0.83,0.0
20230106:1030,0.0,0.0,0.0,0.0,11.25,0.97,0.0
20230106:1130,0.0,11.75,0.0,2.71,10.97,0.97,0.0
20230106:1230,83.65,80.55,0.0,16.32,11.98,0.69,0.0
20230106:1330,262.95,124.35,0.0,29.51,16.17,0.76,0.0
20230106:1430,319.8,123.45,0.0,41.91,15.21,0.83,0.0
20230106:1530,522.11,182.9,0.0,52.64,16.37,0.69,0.0
20230106:1630,517.41,248.55,0.0,59.87,18.31,0.48,0.0
20230106:1730,421.15,192.9,0.0,60.83,18.68,0.48,0.0
20230106:1830,340.55,215.0,0.0,55.0,18.95,0.34,0.0
20230106:1930,165.45,248.65,0.0,44.95,18.15,0.62,0.0
20230106:2030,119.6,187.4,0.0,32.88,16.68,0.48,0.0
20230106:2130,37.65,73.4,0.0,19.85,17.11,0.28,0.0
20230106:2230,13.95,23.05,0.0,6.33,15.8,0.0,0.0
20230106:2330,0.0,0.0,0.0,0.0,14.31,0.34,0.0
20230107:0030,0.0,0.0,0.0,0.0,13.59,0.48,0.0
20230107:0130,0.0,0.0,0.0,0.0,13.43,0.41,0.0
20230107:0230,0.0,0.0,0.0,0.0,13.65,0.21,0.0
20230107:0330,0.0,0.0,0.0,0.0,13.36,0.34,0.0
20230107:0430,0.0,0.0,0.0,0.0,13.73,0.34,0.0
20230107:0530,0.0,0.0,0.0,0.0,13.31,0.41,0.0
20230107:0630,0.0,0.0,0.0,0.0,13.59,0.34,0.0
20230107:0730,0.0,0.0,0.0,0.0,13.19,0.34,0.0
20230107:0830,0.0,0.0,0.0,0.0,13.58,0.34,0.0
20230107:0930,0.0,0.0,0.0,0.0,13.05,0.76,0.0
20230107:1030,0.0,0.0,0.0,0.0,12.99,0.69,0.0
20230107:1130,0.0,7.55,0.0,2.63,13.07,0.48,0.0
20230107:1230,17.7,43.65,0.0,16.25,13.5,0.48,0.0
20230107:1330,44.15,106.15,0.0,29.47,13.81,0.34,0.0
20230107:1430,154.4,127.45,0.0,41.89,14.91,0.55,0.0
20230107:1530,163.15,281.75,0.0,52.67,15.64,0.41,0.0
20230107:1630,122.15,264.75,0.0,59.96,16.78,0.34,0.0
20230107:1730,236.85,250.15,0.0,60.97,16.89,0.34,0.0
20230107:1830,85.0,240.55,0.0,55.16,17.56,0.14,0.0
20230107:1930,111.95,216.3,0.0,45.1,16.85,0.55,0.0
20230107:2030,111.75,199.55,0.0,33.02,16.87,0.21,0.0
20230107:2130,78.75,98.65,0.0,19.97,16.48,0.14,0.0
20230107:2230,19.7,25.7,0.0,6.44,15.85,0.14,0.0
20230107:2330,0.0,0.0,0.0,0.0,15.34,0.48,0.0
20230108:0030,0.0,0.0,0.0,0.0,14.3,0.28,0.0
20230108:0130,0.0,0.0,0.0,0.0,14.03,0.55,0.0
20230108:0230,0.0,0.0,0.0,0.0,13.3,0.69,0.0
20230108:0330,0.0,0.0,0.0,0.0,11.9,0.76,0.0
20230108:0430,0.0,0.0,0.0,0.0,11.83,0.69,0.0
20230108:0530,0.0,0.0,0.0,0.0,11.71,0.69,0.0
20230108:0630,0.0,0.0,0.0,0.0,11.09,0.76,0.0
20230108:0730,0.0,0.0,0.0,0.0,10.87,0.62,0.0
20230108:0830,0.0,0.0,0.0,0.0,11.11,0.48,0.0
20230108:0930,0.0,0.0,0.0,0.0,10.77,0.48,0.0
20230108:1030,0.0,0.0,0.0,0.0,10.75,0.48,0.0
20230108:1130,0.0,11.95,0.0,2.56,10.45,0.55,0.0
20230108:1230,20.15,87.7,0.0,16.19,10.79,0.55,0.0
20230108:1330,50.5,176.85,0.0,29.43,13.6,0.62,0.0
20230108:1430,107.4,238.4,0.0,41.88,13.88,0.9,0.0
20230108:1530,216.2,322.5,0.0,52.7,15.31,0.97,0.0
20230108:1630,347.75,302.25,0.0,60.05,16.89,0.9,0.0
20230108:1730,318.35,316.1,0.0,61.12,18.05,0.69,0.0
20230108:1830,59.95,366.25,0.0,55.32,19.08,0.55,0.0
20230108:1930,30.8,300.65,0.0,45.26,16.36,0.0,0.0
20230108:2030,129.85,192.4,0.0,33.16,16.64,0.14,0.0
20230108:2130,28.15,118.15,0.0,20.1,16.21,0.34,0.0
20230108:2230,25.45,30.85,0.0,6.56,15.82,0.48,0.0
20230108:2330,0.0,0.0,0.0,0.0,15.05,0.69,0.0
20230109:0030,0.0,0.0,0.0,0.0,14.16,0.34,0.0
20230109:0130,0.0,0.0,0.0,0.0,13.76,0.0,0.0
20230109:0230,0.0,0.0,0.0,0.0,13.34,0.28,0.0
20230109:0330,0.0,0.0,0.0,0.0,12.34,0.55,0.0
20230109:0430,0.0,0.0,0.0,0.0,11.9,0.41,0.0
20230109:0530,0.0,0.0,0.0,0.0,10.55,0.55,0.0
20230109:0630,0.0,0.0,0.0,0.0,10.51,0.41,0.0
20230109:0730,0.0,0.0,0.0,0.0,11.93,0.14,0.0
20230109:0830,0.0,0.0,0.0,0.0,11.4,0.14,0.0
20230109:0930,0.0,0.0,0.0,0.0,11.54,0.21,0.0
20230109:1030,0.0,0.0,0.0,0.0,11.07,0.48,0.0
20230109:1130,0.0,14.0,0.0,2.48,11.24,0.55,0.0
20230109:1230,67.55,76.35,0.0,16.13,11.63,0.41,0.0
20230109:1330,190.2,112.8,0.0,29.39,15.81,0.55,0.0
20230109:1430,292.2,116.55,0.0,41.87,14.83,0.21,0.0
20230109:1530,276.75,192.0,0.0,52.74,16.5,0.28,0.0
20230109:1630,476.8,194.15,0.0,60.15,17.15,0.48,0.0
20230109:1730,300.5,272.6,0.0,61.27,18.4,0.69,0.0
20230109:1830,143.85,309.85,0.0,55.49,17.97,0.76,0.0
20230109:1930,124.5,278.2,0.0,45.41,17.94,0.34,0.0
20230109:2030,53.9,140.3,0.0,33.3,16.14,0.21,0.0
20230109:2130,17.45,74.15,0.0,20.23,15.65,0.21,0.0
20230109:2230,2.0,26.3,0.0,6.67,14.98,0.21,0.0
20230109:2330,0.0,0.0,0.0,0.0,14.28,0.48,0.0
20230110:0030,0.0,0.0,0.0,0.0,13.67,0.34,0.0
20230110:0130,0.0,0.0,0.0,0.0,13.23,0.21,0.0
20230110:0230,0.0,0.0,0.0,0.0,12.81,0.14,0.0
20230110:0330,0.0,0.0,0.0,0.0,12.81,0.14,0.0
20230110:0430,0.0,0.0,0.0,0.0,12.9,0.0,0.0
20230110:0530,0.0,0.0,0.0,0.0,12.99,0.14,0.0
20230110:0630,0.0,0.0,0.0,0.0,13.05,0.28,0.0
20230110:0730,0.0,0.0,0.0,0.0,13.31,0.14,0.0
20230110:0830,0.0,0.0,0.0,0.0,13.17,0.07,0.0
20230110:0930,0.0,0.0,0.0,0.0,13.21,0.07,0.0
20230110:1030,0.0,0.0,0.0,0.0,13.19,0.0,0.0
20230110:1130,0.0,4.65,0.0,2.41,12.91,0.14,0.0
20230110:1230,4.15,27.95,0.0,16.08,13.12,0.07,0.0
20230110:1330,9.75,58.5,0.0,29.35,13.11,0.0,0.0
20230110:1430,10.35,101.85,0.0,41.86,13.31,0.21,0.0
20230110:1530,9.65,140.3,0.0,52.78,13.87,0.41,0.0
20230110:1630,26.8,189.55,0.0,60.25,13.87,0.34,0.0
20230110:1730,17.35,145.35,0.0,61.43,16.4,0.62,0.0
20230110:1830,83.3,273.6,0.0,55.66,14.95,0.62,0.0
20230110:1930,61.35,182.0,0.0,45.57,15.59,0.14,0.0
20230110:2030,43.65,155.2,0.0,33.45,22.09,0.07,0.0
20230110:2130,33.2,95.5,0.0,20.36,17.46,0.14,0.0
20230110:2230,7.95,26.85,0.0,6.79,15.53,0.07,0.0
20230110:2330,0.0,0.0,0.0,0.0,14.18,0.41,0.0
20230111:0030,0.0,0.0,0.0,0.0,13.49,0.14,0.0
20230111:0130,0.0,0.0,0.0,0.0,13.03,0.34,0.0
20230111:0230,0.0,0.0,0.0,0.0,12.84,0.21,0.0
20230111:0330,0.0,0.0,0.0,0.0,12.2,0.55,0.0
20230111:0430,0.0,0.0,0.0,0.0,11.99,0.34,0.0
20230111:0530,0.0,0.0,0.0,0.0,11.89,0.28,0.0
20230111:0630,0.0,0.0,0.0,0.0,11.74,0.34,0.0
20230111:0730,0.0,0.0,0.0,0.0,11.52,0.62,0.0
20230111:0830,0.0,0.0,0.0,0.0,11.58,0.41,0.0
20230111:0930,0.0,0.0,0.0,0.0,11.55,0.48,0.0
20230111:1030,0.0,0.0,0.0,0.0,11.61,0.48,0.0
20230111:1130,0.0,13.6,0.0,2.34,11.68,0.48,0.0
20230111:1230,38.15,81.9,0.0,16.02,12.17,0.48,0.0
20230111:1330,93.55,176.9,0.0,29.32,13.42,0.55,0.0
20230111:1430,270.35,217.05,0.0,41.86,14.31,0.55,0.0
20230111:1530,205.6,222.85,0.0,52.82,15.91,0.62,0.0
20230111:1630,487.05,217.1,0.0,60.36,16.45,0.41,0.0
20230111:1730,493.75,275.0,0.0,61.6,18.37,0.34,0.0
20230111:1830,387.9,255.05,0.0,55.83,19.51,0.21,0.0
20230111:1930,287.55,207.25,0.0,45.73,17.22,0.55,0.0
20230111:2030,115.0,140.15,0.0,33.59,17.32,0.28,0.0
20230111:2130,62.65,106.25,0.0,20.49,16.17,0.14,0.0
20230111:2230,11.45,20.35,0.0,6.9,15.13,0.34,0.0
20230111:2330,0.0,0.0,0.0,0.0,14.38,0.41,0.0
20230112:0030,0.0,0.0,0.0,0.0,13.98,0.48,0.0
20230112:0130,0.0,0.0,0.0,0.0,13.4,0.48,0.0
20230112:0230,0.0,0.0,0.0,0.0,12.98,0.55,0.0
20230112:0330,0.0,0.0,0.0,0.0,13.04,0.41,0.0
20230112:0430,0.0,0.0,0.0,0.0,12.89,0.55,0.0
20230112:0530,0.0,0.0,0.0,0.0,12.51,0.48,0.0
20230112:0630,0.0,0.0,0.0,0.0,12.21,0.55,0.0
20230112:0730,0.0,0.0,0.0,0.0,11.99,0.55,0.0
20230112:0830,0.0,0.0,0.0,0.0,11.61,0.69,0.0
20230112:0930,0.0,0.0,0.0,0.0,11.49,0.69,0.0
20230112:1030,0.0,0.0,0.0,0.0,11.77,0.62,0.0
20230112:1130,0.0,17.35,0.0,2.27,11.71,0.48,0.0
20230112:1230,49.2,93.85,0.0,15.98,12.14,0.28,0.0
20230112:1330,133.95,138.8,0.0,29.3,13.59,0.21,0.0
20230112:1430,276.55,217.65,0.0,41.87,14.78,0.34,0.0
20230112:1530,485.35,208.7,0.0,52.88,16.29,0.34,0.0
20230112:1630,516.95,228.25,0.0,60.48,18.01,0.34,0.0
20230112:1730,587.16,162.6,0.0,61.77,18.73,0.34,0.0
20230112:1830,333.75,202.9,0.0,56.01,18.84,0.48,0.0
20230112:1930,382.0,177.95,0.0,45.9,17.65,0.62,0.0
20230112:2030,226.1,112.25,0.0,33.74,18.38,0.55,0.0
20230112:2130,98.15,89.0,0.0,20.62,17.08,0.34,0.0
20230112:2230,25.75,27.45,0.0,7.02,16.0,0.34,0.0
20230112:2330,0.0,0.0,0.0,0.0,14.94,0.69,0.0
20230113:0030,0.0,0.0,0.0,0.0,14.1,0.69,0.0
20230113:0130,0.0,0.0,0.0,0.0,13.62,0.62,0.0
20230113:0230,0.0,0.0,0.0,0.0,13.33,0.34,0.0
20230113:0330,0.0,0.0,0.0,0.0,13.13,0.48,0.0
20230113:0430,0.0,0.0,0.0,0.0,11.98,0.55,0.0
20230113:0530,0.0,0.0,0.0,0.0,11.68,0.34,0.0
20230113:0630,0.0,0.0,0.0,0.0,11.69,0.41,0.0
20230113:0730,0.0,0.0,0.0,0.0,11.24,0.62,0.0
20230113:0830,0.0,0.0,0.0,0.0,11.56,0.48,0.0
20230113:0930,0.0,0.0,0.0,0.0,10.99,0.55,0.0
20230113:1030,0.0,0.0,0.0,0.0,10.7,0.69,0.0
20230113:1130,0.0,17.0,0.0,2.21,11.11,0.62,0.0
20230113:1230,43.4,98.45,0.0,15.93,11.53,0.69,0.0
20230113:1330,170.6,139.3,0.0,29.28,13.03,0.55,0.0
20230113:1430,269.75,214.15,0.0,41.88,14.99,0.41,0.0
20230113:1530,483.0,199.2,0.0,52.93,16.72,0.21,0.0
20230113:1630,580.76,144.3,0.0,60.61,18.1,0.34,0.0
20230113:1730,625.71,150.7,0.0,61.95,18.71,0.41,0.0
20230113:1830,416.45,250.8,0.0,56.2,19.81,0.41,0.0
20230113:1930,306.5,178.9,0.0,46.06,19.49,0.28,0.0
20230113:2030,159.55,142.15,0.0,33.88,16.94,0.41,0.0
20230113:2130,68.15,90.05,0.0,20.75,16.22,0.34,0.0
20230113:2230,14.65,27.9,0.0,7.13,16.05,0.41,0.0
20230113:2330,0.0,0.0,0.0,0.0,14.52,0.14,0.0
20230114:0030,0.0,0.0,0.0,0.0,13.72,0.41,0.0
20230114:0130,0.0,0.0,0.0,0.0,13.41,0.48,0.0
20230114:0230,0.0,0.0,0.0,0.0,12.56,0.55,0.0
20230114:0330,0.0,0.0,0.0,0.0,12.61,0.34,0.0
20230114:0430,0.0,0.0,0.0,0.0,11.46,0.62,0.0
20230114:0530,0.0,0.0,0.0,0.0,11.06,0.69,0.0
20230114:0630,0.0,0.0,0.0,0.0,10.92,0.76,0.0
20230114:0730,0.0,0.0,0.0,0.0,11.4,0.62,0.0
20230114:0830,0.0,0.0,0.0,0.0,11.13,0.76,0.0
20230114:0930,0.0,0.0,0.0,0.0,10.89,0.9,0.0
20230114:1030,0.0,0.0,0.0,0.0,10.98,0.83,0.0
20230114:1130,0.0,13.95,0.0,2.15,11.03,0.83,0.0
20230114:1230,51.2,83.7,0.0,15.89,11.97,0.76,0.0
20230114:1330,154.85,158.5,0.0,29.26,13.37,0.83,0.0
20230114:1430,365.5,180.25,0.0,41.89,14.89,0.76,0.0
20230114:1530,480.3,160.55,0.0,53.0,16.54,0.76,0.0
20230114:1630,617.71,159.1,0.0,60.74,17.73,0.55,0.0
20230114:1730,489.3,228.35,0.0,62.14,18.77,0.55,0.0
20230114:1830,321.6,267.65,0.0,56.39,19.3,0.62,0.0
20230114:1930,180.65,274.85,0.0,46.23,18.09,0.48,0.0
20230114:2030,75.75,190.2,0.0,34.03,18.29,0.28,0.0
20230114:2130,0.1,65.4,0.0,20.87,17.15,0.62,0.0
20230114:2230,0.1,23.25,0.0,7.24,15.53,0.9,0.0
20230114:2330,0.0,0.0,0.0,0.0,14.42,0.62,0.0
20230115:0030,0.0,0.0,0.0,0.0,13.82,0.21,0.0
20230115:0130,0.0,0.0,0.0,0.0,13.61,0.14,0.0
20230115:0230,0.0,0.0,0.0,0.0,13.08,0.41,0.0
20230115:0330,0.0,0.0,0.0,0.0,12.7,0.55,0.0
20230115:0430,0.0,0.0,0.0,0.0,12.6,0.76,0.0
20230115:0530,0.0,0.0,0.0,0.0,12.56,0.76,0.0
20230115:0630,0.0,0.0,0.0,0.0,12.65,0.76,0.0
20230115:0730,0.0,0.0,0.0,0.0,12.26,0.41,0.0
20230115:0830,0.0,0.0,0.0,0.0,12.1,0.48,0.0
20230115:0930,0.0,0.0,0.0,0.0,11.59,0.55,0.0
20230115:1030,0.0,0.0,0.0,0.0,11.61,0.55,0.0
20230115:1130,0.0,14.0,0.0,2.09,10.73,0.76,0.0
20230115:1230,64.3,88.95,0.0,15.85,11.18,0.62,0.0
20230115:1330,186.3,153.7,0.0,29.24,13.54,0.83,0.0
20230115:1430,452.56,164.55,0.0,41.91,15.19,1.1,0.0
20230115:1530,530.41,135.8,0.0,53.07,17.5,1.24,0.0
20230115:1630,654.46,162.2,0.0,60.88,18.14,1.1,0.0
20230115:1730,620.06,121.6,0.0,62.33,19.45,1.1,0.0
20230115:1830,527.71,158.5,0.0,56.58,19.95,1.17,0.0
20230115:1930,383.95,150.4,0.0,46.4,19.72,1.03,0.0
20230115:2030,175.45,159.9,0.0,34.18,18.28,0.83,0.0
20230115:2130,104.6,86.1,0.0,21.0,17.28,0.62,0.0
20230115:2230,23.4,32.8,0.0,7.35,16.39,0.34,0.0
20230115:2330,0.0,0.0,0.0,0.0,15.64,0.48,0.0
20230116:0030,0.0,0.0,0.0,0.0,14.93,0.41,0.0
20230116:0130,0.0,0.0,0.0,0.0,14.12,0.41,0.0
20230116:0230,0.0,0.0,0.0,0.0,13.39,0.55,0.0
20230116:0330,0.0,0.0,0.0,0.0,13.36,0.55,0.0
20230116:0430,0.0,0.0,0.0,0.0,13.33,0.48,0.0
20230116:0530,0.0,0.0,0.0,0.0,13.55,0.41,0.0
20230116:0630,0.0,0.0,0.0,0.0,13.35,0.21,0.0
20230116:0730,0.0,0.0,0.0,0.0,12.74,1.03,0.0
20230116:0830,0.0,0.0,0.0,0.0,12.23,0.76,0.0
20230116:0930,0.0,0.0,0.0,0.0,11.74,0.83,0.0
20230116:1030,0.0,0.0,0.0,0.0,11.8,0.62,0.0
20230116:1130,0.0,17.25,0.0,2.03,11.2,0.69,0.0
20230116:1230,91.65,92.45,0.0,15.81,11.38,0.48,0.0
20230116:1330,268.15,145.8,0.0,29.23,13.51,0.48,0.0
20230116:1430,359.05,135.6,0.0,41.94,15.29,0.48,0.0
20230116:1530,582.26,194.95,0.0,53.14,16.49,0.41,0.0
20230116:1630,540.55,180.25,0.0,61.02,18.36,0.48,0.0
20230116:1730,503.75,166.35,0.0,62.53,19.27,0.41,0.0
20230116:1830,381.2,164.55,0.0,56.78,19.39,0.34,0.0
20230116:1930,367.65,153.2,0.0,46.58,17.99,0.28,0.0
20230116:2030,300.4,135.25,0.0,34.33,18.22,0.21,0.0
20230116:2130,102.4,102.95,0.0,21.13,17.91,0.41,0.0
20230116:2230,27.6,37.4,0.0,7.46,16.61,0.41,0.0
20230116:2330,0.0,0.0,0.0,-6.44,15.88,0.34,0.0
20230117:0030,0.0,0.0,0.0,0.0,14.83,0.48,0.0
20230117:0130,0.0,0.0,0.0,0.0,14.28,0.48,0.0
20230117:0230,0.0,0.0,0.0,0.0,14.1,0.41,0.0
20230117:0330,0.0,0.0,0.0,0.0,13.12,0.55,0.0
20230117:0430,0.0,0.0,0.0,0.0,12.55,0.55,0.0
20230117:0530,0.0,0.0,0.0,0.0,12.08,0.69,0.0
20230117:0630,0.0,0.0,0.0,0.0,11.8,0.69,0.0
20230117:0730,0.0,0.0,0.0,0.0,11.96,0.69,0.0
20230117:0830,0.0,0.0,0.0,0.0,11.78,0.76,0.0
20230117:0930,0.0,0.0,0.0,0.0,11.74,0.83,0.0
20230117:1030,0.0,0.0,0.0,0.0,11.72,0.76,0.0
20230117:1130,0.0,12.05,0.0,1.98,12.29,0.83,0.0
