Latitude (decimal degrees):	6.160
Longitude (decimal degrees):	-75.580
Elevation (m):	1618
Radiation database:	PVGIS-ERA5


Slope: 90 deg. 
Azimuth: -179 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230306:1930,0.0,89.7,25.19,54.14,20.89,0.69,0.0
20230306:2030,0.0,61.25,17.21,39.76,19.83,0.07,0.0
20230306:2130,0.0,32.52,9.13,25.11,17.31,0.48,0.0
20230306:2230,0.0,11.55,3.25,10.34,16.86,0.34,0.0
20230306:2330,0.0,0.0,0.0,-4.49,16.02,0.21,0.0
20230307:0030,0.0,0.0,0.0,0.0,15.45,0.41,0.0
20230307:0130,0.0,0.0,0.0,0.0,14.96,0.41,0.0
20230307:0230,0.0,0.0,0.0,0.0,14.99,0.21,0.0
20230307:0330,0.0,0.0,0.0,0.0,15.01,0.21,0.0
20230307:0430,0.0,0.0,0.0,0.0,14.57,0.34,0.0
20230307:0530,0.0,0.0,0.0,0.0,14.45,0.62,0.0
20230307:0630,0.0,0.0,0.0,0.0,14.24,0.62,0.0
20230307:0730,0.0,0.0,0.0,0.0,13.85,0.41,0.0
20230307:0830,0.0,0.0,0.0,0.0,13.45,0.55,0.0
20230307:0930,0.0,0.0,0.0,0.0,13.57,0.69,0.0
20230307:1030,0.0,0.0,0.0,0.0,13.49,0.55,0.0
20230307:1130,0.0,4.2,1.18,3.37,13.7,0.34,0.0
20230307:1230,0.0,26.18,7.36,18.18,14.0,0.14,0.0
20230307:1330,0.0,52.88,14.86,32.92,16.08,0.55,0.0
20230307:1430,0.0,75.51,21.21,47.48,15.31,1.1,0.0
20230307:1530,0.0,64.24,18.04,61.61,16.37,1.17,0.0
20230307:1630,0.0,87.52,24.59,74.13,16.72,0.76,0.0
20230307:1730,0.0,96.51,27.11,77.9,17.89,0.69,0.0
20230307:1830,0.0,49.2,13.82,67.87,17.82,0.62,0.0
20230307:1930,0.0,74.73,20.99,54.21,15.65,0.69,0.0
20230307:2030,0.0,55.41,15.56,39.79,16.05,0.34,0.0
20230307:2130,0.0,42.56,11.96,25.12,15.97,0.69,0.0
20230307:2230,0.0,12.64,3.55,10.34,16.1,0.62,0.0
20230307:2330,0.0,0.0,0.0,-4.5,15.06,0.69,0.0
20230308:0030,0.0,0.0,0.0,0.0,14.42,0.48,0.0
20230308:0130,0.0,0.0,0.0,0.0,14.17,0.76,0.0
20230308:0230,0.0,0.0,0.0,0.0,13.74,0.41,0.0
20230308:0330,0.0,0.0,0.0,0.0,13.98,0.21,0.0
20230308:0430,0.0,0.0,0.0,0.0,13.78,0.48,0.0
20230308:0530,0.0,0.0,0.0,0.0,13.8,0.76,0.0
20230308:0630,0.0,0.0,0.0,0.0,13.59,0.69,0.0
20230308:0730,0.0,0.0,0.0,0.0,12.88,0.48,0.0
20230308:0830,0.0,0.0,0.0,0.0,12.57,0.41,0.0
20230308:0930,0.0,0.0,0.0,0.0,13.17,0.28,0.0
20230308:1030,0.0,0.0,0.0,0.0,13.04,0.34,0.0
20230308:1130,0.0,2.78,0.78,3.47,13.2,0.48,0.0
20230308:1230,0.0,16.79,4.72,18.3,13.19,0.21,0.0
20230308:1330,0.0,41.21,11.57,33.05,15.08,0.41,0.0
20230308:1430,0.0,47.06,13.22,47.64,14.29,0.83,0.0
20230308:1530,0.0,90.73,25.49,61.82,14.75,0.62,0.0
20230308:1630,0.0,91.6,25.73,74.45,15.97,0.41,0.0
20230308:1730,0.0,98.31,27.61,78.24,16.67,0.62,0.0
20230308:1830,0.0,112.96,31.73,68.02,17.34,0.62,0.0
20230308:1930,0.0,89.91,25.26,54.27,18.34,0.55,0.0
20230308:2030,0.0,74.69,20.98,39.81,17.41,0.41,0.0
20230308:2130,0.0,38.32,10.77,25.12,17.42,0.41,0.0
20230308:2230,0.0,15.58,4.37,10.33,16.19,0.21,0.0
20230308:2330,0.0,0.0,0.0,-4.52,15.27,0.28,0.0
20230309:0030,0.0,0.0,0.0,0.0,14.51,0.48,0.0
20230309:0130,0.0,0.0,0.0,0.0,14.15,0.76,0.0
20230309:0230,0.0,0.0,0.0,0.0,13.87,0.76,0.0
20230309:0330,0.0,0.0,0.0,0.0,14.08,0.69,0.0
20230309:0430,0.0,0.0,0.0,0.0,13.62,0.62,0.0
20230309:0530,0.0,0.0,0.0,0.0,13.71,0.55,0.0
20230309:0630,0.0,0.0,0.0,0.0,13.47,0.41,0.0
20230309:0730,0.0,0.0,0.0,0.0,13.44,0.41,0.0
20230309:0830,0.0,0.0,0.0,0.0,13.06,0.55,0.0
20230309:0930,0.0,0.0,0.0,0.0,12.84,0.28,0.0
20230309:1030,0.0,0.0,0.0,0.0,12.99,0.21,0.0
20230309:1130,0.0,2.35,0.66,3.58,12.78,0.21,0.0
20230309:1230,0.0,20.03,5.62,18.41,13.13,0.07,0.0
20230309:1330,0.0,29.19,8.2,33.18,13.87,0.28,0.0
20230309:1430,0.0,51.96,14.59,47.79,14.91,0.55,0.0
20230309:1530,0.0,71.36,20.04,62.03,14.51,0.62,0.0
20230309:1630,0.0,93.33,26.21,74.77,15.42,0.62,0.0
20230309:1730,0.0,90.48,25.41,78.59,15.87,0.83,0.0
20230309:1830,0.0,99.93,28.07,68.16,16.61,0.83,0.0
20230309:1930,0.0,68.42,19.22,54.33,16.87,0.48,0.0
20230309:2030,0.0,43.09,12.11,39.84,16.03,0.28,0.0
20230309:2130,0.0,33.23,9.33,25.13,15.29,0.07,0.0
20230309:2230,0.0,11.82,3.32,10.32,14.98,0.14,0.0
20230309:2330,0.0,0.0,0.0,-4.54,14.74,0.21,0.0
20230310:0030,0.0,0.0,0.0,0.0,13.98,0.28,0.0
20230310:0130,0.0,0.0,0.0,0.0,13.75,0.14,0.0
20230310:0230,0.0,0.0,0.0,0.0,14.02,0.14,0.0
20230310:0330,0.0,0.0,0.0,0.0,13.95,0.14,0.0
20230310:0430,0.0,0.0,0.0,0.0,13.85,0.07,0.0
20230310:0530,0.0,0.0,0.0,0.0,13.74,0.14,0.0
20230310:0630,0.0,0.0,0.0,0.0,13.5,0.0,0.0
20230310:0730,0.0,0.0,0.0,0.0,13.4,0.07,0.0
20230310:0830,0.0,0.0,0.0,0.0,13.11,0.28,0.0
20230310:0930,0.0,0.0,0.0,0.0,12.9,0.21,0.0
20230310:1030,0.0,0.0,0.0,0.0,12.77,0.21,0.0
20230310:1130,0.0,5.79,1.62,3.68,12.83,0.14,0.0
20230310:1230,0.0,32.89,9.24,18.53,12.9,0.34,0.0
20230310:1330,0.0,66.38,18.64,33.31,13.61,0.69,0.0
20230310:1430,0.0,74.94,21.05,47.95,15.39,1.17,0.0
20230310:1530,0.0,105.29,29.57,62.23,16.48,1.03,0.0
20230310:1630,0.0,116.4,32.7,75.08,18.21,1.1,0.0
20230310:1730,0.0,73.6,20.67,78.93,19.24,1.1,0.0
20230310:1830,0.0,101.19,28.42,68.29,19.67,1.1,0.0
20230310:1930,0.0,92.31,25.93,54.38,19.99,0.55,0.0
20230310:2030,0.0,80.6,22.64,39.85,17.65,0.62,0.0
20230310:2130,0.0,33.09,9.29,25.12,17.32,0.28,0.0
20230310:2230,0.0,10.02,2.81,10.3,16.26,0.28,0.0
20230310:2330,0.0,0.0,0.0,-4.57,15.74,0.14,0.0
20230311:0030,0.0,0.0,0.0,0.0,15.13,0.34,0.0
20230311:0130,0.0,0.0,0.0,0.0,14.42,0.28,0.0
20230311:0230,0.0,0.0,0.0,0.0,13.96,0.21,0.0
20230311:0330,0.0,0.0,0.0,0.0,13.93,0.34,0.0
20230311:0430,0.0,0.0,0.0,0.0,13.48,0.34,0.0
20230311:0530,0.0,0.0,0.0,0.0,13.9,0.28,0.0
20230311:0630,0.0,0.0,0.0,0.0,13.49,0.21,0.0
20230311:0730,0.0,0.0,0.0,0.0,13.87,0.41,0.0
20230311:0830,0.0,0.0,0.0,0.0,13.44,0.34,0.0
20230311:0930,0.0,0.0,0.0,0.0,13.7,0.34,0.0
20230311:1030,0.0,0.0,0.0,0.0,13.38,0.62,0.0
20230311:1130,0.0,2.95,0.83,3.79,13.63,0.69,0.0
20230311:1230,0.0,10.09,2.84,18.65,13.67,0.69,0.0
20230311:1330,0.0,21.04,5.91,33.44,14.27,0.55,0.0
20230311:1430,0.0,23.44,6.58,48.11,14.24,0.41,0.0
20230311:1530,0.0,16.77,4.71,62.43,14.07,0.34,0.0
20230311:1630,0.0,26.11,7.33,75.4,14.0,0.41,0.0
20230311:1730,0.0,52.8,14.83,79.27,13.98,0.55,0.0
20230311:1830,0.0,96.07,26.99,68.42,14.44,0.62,0.0
20230311:1930,0.0,83.48,23.45,54.43,15.59,0.9,0.0
20230311:2030,0.0,71.33,20.04,39.87,15.06,0.83,0.0
20230311:2130,0.0,48.92,13.74,25.12,15.24,0.83,0.0
20230311:2230,0.0,13.42,3.77,10.29,15.18,0.55,0.0
20230311:2330,0.0,0.0,0.0,-4.59,14.31,0.21,0.0
20230312:0030,0.0,0.0,0.0,0.0,13.79,0.28,0.0
20230312:0130,0.0,0.0,0.0,0.0,13.49,0.14,0.0
20230312:0230,0.0,0.0,0.0,0.0,13.05,0.21,0.0
20230312:0330,0.0,0.0,0.0,0.0,12.59,0.28,0.0
20230312:0430,0.0,0.0,0.0,0.0,12.28,0.41,0.0
20230312:0530,0.0,0.0,0.0,0.0,11.74,0.55,0.0
20230312:0630,0.0,0.0,0.0,0.0,11.98,0.41,0.0
20230312:0730,0.0,0.0,0.0,0.0,11.69,0.21,0.0
20230312:0830,0.0,0.0,0.0,0.0,11.46,0.14,0.0
20230312:0930,0.0,0.0,0.0,0.0,11.41,0.14,0.0
20230312:1030,0.0,0.0,0.0,0.0,11.25,0.14,0.0
20230312:1130,0.0,7.32,2.05,3.9,11.04,0.28,0.0
20230312:1230,0.0,40.37,11.34,18.76,11.13,0.21,0.0
20230312:1330,0.0,75.76,21.28,33.57,13.77,0.07,0.0
20230312:1430,0.0,102.44,28.77,48.26,14.56,0.14,0.0
20230312:1530,0.0,133.59,37.52,62.63,16.55,0.55,0.0
20230312:1630,0.0,121.31,34.07,75.71,17.34,0.76,0.0
20230312:1730,0.0,140.37,39.43,79.6,18.17,0.83,0.0
20230312:1830,0.0,119.65,33.61,68.53,18.84,0.55,0.0
20230312:1930,0.0,100.59,28.25,54.47,18.44,0.69,0.0
20230312:2030,0.0,74.76,21.0,39.88,17.91,0.48,0.0
20230312:2130,0.0,56.8,15.96,25.11,17.32,0.48,0.0
20230312:2230,0.0,12.28,3.45,10.27,16.7,0.28,0.0
20230312:2330,0.0,0.0,0.0,-4.61,15.7,0.28,0.0
20230313:0030,0.0,0.0,0.0,0.0,14.73,0.41,0.0
20230313:0130,0.0,0.0,0.0,0.0,13.68,0.28,0.0
20230313:0230,0.0,0.0,0.0,0.0,13.83,0.14,0.0
20230313:0330,0.0,0.0,0.0,0.0,13.82,0.07,0.0
20230313:0430,0.0,0.0,0.0,0.0,13.68,0.0,0.0
20230313:0530,0.0,0.0,0.0,0.0,13.32,0.28,0.0
20230313:0630,0.0,0.0,0.0,0.0,13.08,0.41,0.0
20230313:0730,0.0,0.0,0.0,0.0,13.23,0.21,0.0
20230313:0830,0.0,0.0,0.0,0.0,12.94,0.41,0.0
20230313:0930,0.0,0.0,0.0,0.0,12.73,0.62,0.0
20230313:1030,0.0,0.0,0.0,0.0,12.39,0.41,0.0
20230313:1130,0.0,5.95,1.67,4.01,12.06,0.21,0.0
20230313:1230,0.0,29.8,8.37,18.88,12.3,0.14,0.0
20230313:1330,0.0,44.07,12.38,33.7,15.87,0.21,0.0
20230313:1430,0.0,73.11,20.54,48.41,14.31,0.48,0.0
20230313:1530,0.0,102.73,28.85,62.83,15.6,0.55,0.0
20230313:1630,0.0,122.95,34.54,76.02,15.96,0.48,0.0
20230313:1730,0.0,120.65,33.89,79.93,18.95,0.55,0.0
20230313:1830,0.0,105.68,29.69,68.64,17.58,0.34,0.0
20230313:1930,0.0,107.19,30.11,54.51,17.03,0.41,0.0
20230313:2030,0.0,67.55,18.97,39.89,17.84,0.28,0.0
20230313:2130,0.0,46.58,13.09,25.1,16.74,0.14,0.0
20230313:2230,0.0,14.93,4.2,10.25,15.7,0.28,0.0
20230313:2330,0.0,0.0,0.0,-4.64,14.54,0.41,0.0
20230314:0030,0.0,0.0,0.0,0.0,13.75,0.55,0.0
20230314:0130,0.0,0.0,0.0,0.0,13.45,0.62,0.0
20230314:0230,0.0,0.0,0.0,0.0,13.0,0.69,0.0
20230314:0330,0.0,0.0,0.0,0.0,12.64,0.76,0.0
20230314:0430,0.0,0.0,0.0,0.0,12.41,0.55,0.0
20230314:0530,0.0,0.0,0.0,0.0,11.95,0.41,0.0
20230314:0630,0.0,0.0,0.0,0.0,11.41,0.41,0.0
20230314:0730,0.0,0.0,0.0,0.0,12.49,0.28,0.0
20230314:0830,0.0,0.0,0.0,0.0,11.68,0.21,0.0
20230314:0930,0.0,0.0,0.0,0.0,11.51,0.21,0.0
20230314:1030,0.0,0.0,0.0,0.0,11.48,0.28,0.0
20230314:1130,0.0,7.33,2.06,4.13,11.29,0.28,0.0
20230314:1230,0.0,36.69,10.31,19.0,11.7,0.28,0.0
20230314:1330,0.0,71.57,20.11,33.84,13.52,0.34,0.0
20230314:1430,0.0,83.68,23.51,48.57,15.33,0.28,0.0
20230314:1530,0.0,101.25,28.44,63.03,16.55,0.34,0.0
20230314:1630,0.0,122.25,34.34,76.33,16.91,0.55,0.0
20230314:1730,0.0,84.52,23.74,80.25,20.96,0.76,0.0
20230314:1830,0.0,92.54,26.0,68.75,18.31,0.9,0.0
20230314:1930,0.0,84.75,23.81,54.54,17.07,0.76,0.0
20230314:2030,0.0,53.37,14.99,39.89,17.36,0.0,0.0
20230314:2130,0.0,41.14,11.56,25.09,15.88,0.07,0.0
20230314:2230,0.0,14.54,4.08,10.23,15.1,0.14,0.0
20230314:2330,0.0,0.0,0.0,-4.67,14.48,0.21,0.0
20230315:0030,0.0,0.0,0.0,0.0,13.78,0.07,0.0
20230315:0130,0.0,0.0,0.0,0.0,13.25,0.41,0.0
20230315:0230,0.0,0.0,0.0,0.0,13.01,0.21,0.0
20230315:0330,0.0,0.0,0.0,0.0,13.32,0.14,0.0
20230315:0430,0.0,0.0,0.0,0.0,13.24,0.0,0.0
20230315:0530,0.0,0.0,0.0,0.0,12.64,0.28,0.0
20230315:0630,0.0,0.0,0.0,0.0,12.25,0.28,0.0
20230315:0730,0.0,0.0,0.0,0.0,11.91,0.28,0.0
20230315:0830,0.0,0.0,0.0,0.0,11.95,0.21,0.0
20230315:0930,0.0,0.0,0.0,0.0,11.63,0.21,0.0
20230315:1030,0.0,0.0,0.0,0.0,11.14,0.34,0.0
20230315:1130,0.0,5.7,1.6,4.24,10.99,0.28,0.0
20230315:1230,0.0,31.36,8.81,19.12,11.87,0.34,0.0
20230315:1330,0.0,44.09,12.38,33.97,13.86,0.55,0.0
20230315:1430,0.0,74.24,20.86,48.72,16.1,0.34,0.0
20230315:1530,0.0,90.35,25.38,63.22,16.86,0.41,0.0
20230315:1630,0.0,107.6,30.22,76.63,18.06,0.62,0.0
20230315:1730,0.0,115.79,32.52,80.57,18.28,0.76,0.0
20230315:1830,0.0,100.22,28.15,68.84,18.3,0.62,0.0
20230315:1930,0.0,86.88,24.41,54.57,18.57,0.83,0.0
20230315:2030,0.0,64.67,18.16,39.89,16.78,0.76,0.0
20230315:2130,0.0,37.99,10.67,25.07,16.07,1.03,0.0
20230315:2230,0.0,12.34,3.47,10.2,14.99,0.48,0.0
20230315:2330,0.0,0.0,0.0,-4.7,14.21,0.55,0.0
20230316:0030,0.0,0.0,0.0,0.0,13.63,0.69,0.0
20230316:0130,0.0,0.0,0.0,0.0,12.8,0.34,0.0
20230316:0230,0.0,0.0,0.0,0.0,12.65,0.28,0.0
20230316:0330,0.0,0.0,0.0,0.0,11.83,0.48,0.0
20230316:0430,0.0,0.0,0.0,0.0,11.53,0.48,0.0
20230316:0530,0.0,0.0,0.0,0.0,12.43,0.28,0.0
20230316:0630,0.0,0.0,0.0,0.0,11.34,0.41,0.0
20230316:0730,0.0,0.0,0.0,0.0,11.18,0.14,0.0
20230316:0830,0.0,0.0,0.0,0.0,10.97,0.14,0.0
20230316:0930,0.0,0.0,0.0,0.0,10.94,0.07,0.0
20230316:1030,0.0,0.0,0.0,0.0,11.16,0.07,0.0
20230316:1130,0.0,6.64,1.86,4.35,11.33,0.07,0.0
20230316:1230,0.0,38.31,10.76,19.25,12.19,0.28,0.0
20230316:1330,0.0,65.29,18.34,34.1,12.82,0.69,0.0
20230316:1430,0.0,74.81,21.01,48.87,14.22,1.03,0.0
20230316:1530,0.0,57.25,16.08,63.41,16.13,1.03,0.0
20230316:1630,0.0,75.21,21.12,76.93,17.84,1.03,0.0
20230316:1730,0.0,77.93,21.89,80.88,19.24,0.97,0.0
20230316:1830,0.0,80.94,22.74,68.93,19.95,1.17,0.0
20230316:1930,0.0,89.05,25.01,54.59,18.94,0.76,0.0
20230316:2030,0.0,65.38,18.36,39.88,17.46,0.48,0.0
20230316:2130,0.0,40.07,11.26,25.06,16.51,0.28,0.0
20230316:2230,0.0,10.2,2.86,10.18,15.46,0.14,0.0
20230316:2330,0.0,0.0,0.0,-4.73,14.52,0.21,0.0
20230317:0030,0.0,0.0,0.0,0.0,14.01,0.28,0.0
20230317:0130,0.0,0.0,0.0,0.0,13.34,0.34,0.0
20230317:0230,0.0,0.0,0.0,0.0,13.08,0.28,0.0
20230317:0330,0.0,0.0,0.0,0.0,12.71,0.34,0.0
20230317:0430,0.0,0.0,0.0,0.0,12.77,0.21,0.0
20230317:0530,0.0,0.0,0.0,0.0,12.38,0.28,0.0
20230317:0630,0.0,0.0,0.0,0.0,12.26,0.21,0.0
20230317:0730,0.0,0.0,0.0,0.0,12.62,0.14,0.0
20230317:0830,0.0,0.0,0.0,0.0,12.57,0.14,0.0
20230317:0930,0.0,0.0,0.0,0.0,12.67,0.21,0.0
20230317:1030,0.0,0.0,0.0,0.0,12.55,0.14,0.0
20230317:1130,0.0,3.28,0.92,4.47,12.61,0.21,0.0
20230317:1230,0.0,23.44,6.58,19.37,12.79,0.28,0.0
20230317:1330,0.0,39.21,11.02,34.23,14.05,0.28,0.0
20230317:1430,0.0,68.64,19.28,49.02,14.36,0.34,0.0
20230317:1530,0.0,75.86,21.31,63.6,16.24,0.55,0.0
20230317:1630,0.0,95.93,26.95,77.23,16.45,0.69,0.0
20230317:1730,0.0,93.65,26.3,81.18,16.08,0.62,0.0
20230317:1830,0.0,121.52,34.14,69.0,16.36,0.62,0.0
20230317:1930,0.0,94.45,26.53,54.61,17.21,0.14,0.0
20230317:2030,0.0,60.34,16.95,39.88,17.04,0.62,0.0
20230317:2130,0.0,45.91,12.89,25.03,16.51,0.14,0.0
20230317:2230,0.0,13.94,3.92,10.15,15.9,0.28,0.0
20230317:2330,0.0,0.0,0.0,-4.76,14.18,0.41,0.0
20230318:0030,0.0,0.0,0.0,0.0,13.33,0.41,0.0
20230318:0130,0.0,0.0,0.0,0.0,13.05,0.21,0.0
20230318:0230,0.0,0.0,0.0,0.0,13.36,0.14,0.0
20230318:0330,0.0,0.0,0.0,0.0,13.0,0.21,0.0
20230318:0430,0.0,0.0,0.0,0.0,12.82,0.14,0.0
20230318:0530,0.0,0.0,0.0,0.0,12.69,0.14,0.0
20230318:0630,0.0,0.0,0.0,0.0,12.57,0.28,0.0
20230318:0730,0.0,0.0,0.0,0.0,12.51,0.28,0.0
20230318:0830,0.0,0.0,0.0,0.0,11.33,0.41,0.0
20230318:0930,0.0,0.0,0.0,0.0,11.4,0.34,0.0
20230318:1030,0.0,0.0,0.0,0.0,11.17,0.34,0.0
20230318:1130,0.0,4.45,1.25,4.59,11.55,0.34,0.0
20230318:1230,0.0,26.34,7.4,19.49,12.09,0.14,0.0
20230318:1330,0.0,55.07,15.47,34.36,14.48,0.21,0.0
20230318:1430,0.0,75.01,21.07,49.16,14.58,0.41,0.0
20230318:1530,0.0,85.58,24.04,63.78,15.95,0.34,0.0
20230318:1630,0.0,142.83,40.12,77.52,16.73,0.41,0.0
20230318:1730,0.0,126.93,35.65,81.48,16.79,0.83,0.0
20230318:1830,0.0,118.53,33.3,69.07,17.86,0.62,0.0
20230318:1930,0.0,103.37,29.04,54.62,17.26,0.76,0.0
20230318:2030,0.0,76.95,21.61,39.86,16.22,0.55,0.0
20230318:2130,0.0,28.57,8.02,25.01,15.61,0.48,0.0
20230318:2230,0.0,15.02,4.22,10.12,14.9,0.41,0.0
20230318:2330,0.0,0.0,0.0,-4.79,14.51,0.55,0.0
20230319:0030,0.0,0.0,0.0,0.0,13.87,0.41,0.0
20230319:0130,0.0,0.0,0.0,0.0,13.53,0.07,0.0
20230319:0230,0.0,0.0,0.0,0.0,13.25,0.21,0.0
20230319:0330,0.0,0.0,0.0,0.0,12.94,0.28,0.0
20230319:0430,0.0,0.0,0.0,0.0,12.9,0.21,0.0
20230319:0530,0.0,0.0,0.0,0.0,12.89,0.34,0.0
20230319:0630,0.0,0.0,0.0,0.0,12.67,0.21,0.0
20230319:0730,0.0,0.0,0.0,0.0,11.87,0.28,0.0
20230319:0830,0.0,0.0,0.0,0.0,11.76,0.28,0.0
20230319:0930,0.0,0.0,0.0,0.0,11.53,0.28,0.0
20230319:1030,0.0,0.0,0.0,0.0,11.48,0.21,0.0
20230319:1130,0.0,8.05,2.26,4.7,11.28,0.34,0.0
20230319:1230,0.0,41.83,11.75,19.61,12.07,0.21,0.0
20230319:1330,0.0,67.21,18.88,34.49,14.05,0.07,0.0
20230319:1430,0.0,85.07,23.89,49.31,15.31,0.34,0.0
20230319:1530,0.0,100.34,28.19,63.96,16.85,0.41,0.0
20230319:1630,0.0,87.63,24.61,77.8,18.25,0.48,0.0
20230319:1730,0.0,85.01,23.88,81.76,19.08,0.48,0.0
20230319:1830,0.0,69.47,19.51,69.14,20.03,0.34,0.0
20230319:1930,0.0,63.28,17.77,54.63,20.35,0.28,0.0
20230319:2030,0.0,44.38,12.47,39.85,19.86,0.28,0.0
20230319:2130,0.0,36.08,10.13,24.99,17.72,0.21,0.0
20230319:2230,0.0,14.29,4.02,10.09,15.99,0.21,0.0
20230319:2330,0.0,0.0,0.0,-4.82,15.27,0.34,0.0
20230320:0030,0.0,0.0,0.0,0.0,14.39,0.76,0.0
20230320:0130,0.0,0.0,0.0,0.0,13.85,0.34,0.0
20230320:0230,0.0,0.0,0.0,0.0,13.48,0.28,0.0
20230320:0330,0.0,0.0,0.0,0.0,13.44,0.21,0.0
20230320:0430,0.0,0.0,0.0,0.0,13.37,0.34,0.0
20230320:0530,0.0,0.0,0.0,0.0,13.06,0.41,0.0
20230320:0630,0.0,0.0,0.0,0.0,12.42,0.34,0.0
20230320:0730,0.0,0.0,0.0,0.0,11.66,0.41,0.0
20230320:0830,0.0,0.0,0.0,0.0,10.87,0.21,0.0
20230320:0930,0.0,0.0,0.0,0.0,10.34,0.21,0.0
20230320:1030,0.0,0.0,0.0,0.0,9.74,0.34,0.0
20230320:1130,0.0,8.03,2.25,4.82,9.75,0.21,0.0
20230320:1230,0.0,35.08,9.86,19.73,11.06,0.14,0.0
20230320:1330,0.0,58.87,16.54,34.62,13.92,0.07,0.0
20230320:1430,0.0,69.55,19.54,49.45,15.53,0.21,0.0
20230320:1530,0.0,81.79,22.97,64.13,16.93,0.14,0.0
20230320:1630,0.0,78.8,22.14,78.08,18.89,0.14,0.0
20230320:1730,0.0,96.21,27.02,82.03,19.79,0.07,0.0
20230320:1830,0.0,72.55,20.38,69.19,20.48,0.07,0.0
20230320:1930,0.0,44.52,12.51,54.63,20.47,0.21,0.0
20230320:2030,0.0,46.78,13.14,39.83,20.47,0.14,0.0
20230320:2130,0.0,41.55,11.67,24.96,18.52,0.34,0.0
20230320:2230,0.0,11.55,3.25,10.06,17.09,0.48,0.0
20230320:2330,0.0,0.0,0.0,-4.86,16.47,0.48,0.0
20230321:0030,0.0,0.0,0.0,0.0,15.32,0.41,0.0
20230321:0130,0.0,0.0,0.0,0.0,14.25,0.55,0.0
20230321:0230,0.0,0.0,0.0,0.0,13.89,0.55,0.0
20230321:0330,0.0,0.0,0.0,0.0,13.48,0.41,0.0
20230321:0430,0.0,0.0,0.0,0.0,13.08,0.34,0.0
20230321:0530,0.0,0.0,0.0,0.0,12.1,0.48,0.0
20230321:0630,0.0,0.0,0.0,0.0,10.84,0.41,0.0
20230321:0730,0.0,0.0,0.0,0.0,10.94,0.69,0.0
20230321:0830,0.0,0.0,0.0,0.0,10.69,0.69,0.0
20230321:0930,0.0,0.0,0.0,0.0,11.16,0.55,0.0
20230321:1030,0.0,0.0,0.0,0.0,10.53,0.55,0.0
20230321:1130,0.0,9.7,2.72,4.94,10.37,0.55,0.0
20230321:1230,0.0,36.97,10.38,19.85,12.09,0.55,0.0
20230321:1330,0.0,42.17,11.84,34.74,14.28,0.55,0.0
20230321:1430,0.0,39.21,11.02,49.59,16.28,0.48,0.0
20230321:1530,0.0,61.39,17.24,64.3,18.27,0.55,0.0
20230321:1630,0.0,59.11,16.61,78.35,19.91,0.55,0.0
20230321:1730,0.0,60.65,17.04,82.3,20.65,0.48,0.0
20230321:1830,0.0,90.44,25.41,69.24,21.32,0.34,0.0
20230321:1930,0.0,57.89,16.26,54.63,21.77,0.55,0.0
20230321:2030,0.0,33.02,9.27,39.81,21.18,0.55,0.0
20230321:2130,0.0,26.56,7.46,24.93,20.37,0.62,0.0
20230321:2230,0.0,14.65,4.12,10.02,19.55,0.55,0.0
20230321:2330,0.0,0.0,0.0,-4.89,18.28,0.69,0.0
20230322:0030,0.0,0.0,0.0,0.0,17.04,0.41,0.0
20230322:0130,0.0,0.0,0.0,0.0,15.77,0.48,0.0
20230322:0230,0.0,0.0,0.0,0.0,14.71,0.69,0.0
20230322:0330,0.0,0.0,0.0,0.0,14.05,0.62,0.0
20230322:0430,0.0,0.0,0.0,0.0,13.78,0.48,0.0
20230322:0530,0.0,0.0,0.0,0.0,13.37,0.48,0.0
20230322:0630,0.0,0.0,0.0,0.0,13.18,0.21,0.0
20230322:0730,0.0,0.0,0.0,0.0,11.19,0.83,0.0
20230322:0830,0.0,0.0,0.0,0.0,11.09,0.76,0.0
20230322:0930,0.0,0.0,0.0,0.0,11.36,0.62,0.0
20230322:1030,0.0,0.0,0.0,0.0,11.21,0.76,0.0
20230322:1130,0.0,9.02,2.54,5.06,10.82,0.83,0.0
20230322:1230,0.0,38.61,10.84,19.97,11.72,0.62,0.0
20230322:1330,0.0,59.79,16.79,34.87,15.06,0.62,0.0
20230322:1430,0.0,66.2,18.59,49.73,16.77,0.55,0.0
20230322:1530,0.0,81.74,22.96,64.47,18.32,0.55,0.0
20230322:1630,0.0,100.02,28.1,78.61,19.89,0.41,0.0
20230322:1730,0.0,85.67,24.06,82.54,21.18,0.48,0.0
20230322:1830,0.0,76.63,21.52,69.27,21.44,0.62,0.0
20230322:1930,0.0,64.86,18.22,54.62,20.21,0.62,0.0
20230322:2030,0.0,53.63,15.06,39.79,20.29,0.34,0.0
20230322:2130,0.0,36.37,10.22,24.9,19.69,0.34,0.0
20230322:2230,0.0,20.2,5.67,9.99,18.8,0.34,0.0
20230322:2330,0.0,0.0,0.0,-4.92,17.68,0.07,0.0
20230323:0030,0.0,0.0,0.0,0.0,16.47,0.28,0.0
20230323:0130,0.0,0.0,0.0,0.0,15.65,0.14,0.0
20230323:0230,0.0,0.0,0.0,0.0,14.74,0.21,0.0
20230323:0330,0.0,0.0,0.0,0.0,14.27,0.07,0.0
20230323:0430,0.0,0.0,0.0,0.0,13.89,0.14,0.0
20230323:0530,0.0,0.0,0.0,0.0,13.47,0.14,0.0
