Latitude (decimal degrees):	6.160
Longitude (decimal degrees):	-75.580
Elevation (m):	1618
Radiation database:	PVGIS-ERA5


Slope: 90 deg. 
Azimuth: -90 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230102:0730,0.0,0.0,0.0,0.0,11.41,0.14,0.0
20230102:0830,0.0,0.0,0.0,0.0,11.55,0.14,0.0
20230102:0930,0.0,0.0,0.0,0.0,11.16,0.14,0.0
20230102:1030,0.0,0.0,0.0,0.0,11.2,0.21,0.0
20230102:1130,0.0,5.77,1.62,3.05,11.37,0.21,0.0
20230102:1230,189.67,67.89,13.43,16.6,11.62,0.14,0.0
20230102:1330,301.68,109.73,32.36,29.73,13.01,0.07,0.0
20230102:1430,331.91,112.57,52.66,42.02,14.56,0.62,0.0
20230102:1530,221.78,106.34,63.92,52.6,16.31,0.55,0.0
20230102:1630,75.83,118.33,68.62,59.6,17.64,0.41,0.0
20230102:1730,0.0,60.73,17.06,60.34,17.96,0.48,0.0
20230102:1830,0.0,66.31,18.62,54.42,18.41,0.55,0.0
20230102:1930,0.0,54.7,15.36,44.38,18.56,0.14,0.0
20230102:2030,0.0,44.18,12.41,32.35,17.6,0.34,0.0
20230102:2130,0.0,30.49,8.57,19.35,16.52,0.41,0.0
20230102:2230,0.0,7.48,2.1,5.86,15.48,0.0,0.0
20230102:2330,0.0,0.0,0.0,0.0,14.66,0.28,0.0
20230103:0030,0.0,0.0,0.0,0.0,14.15,0.28,0.0
20230103:0130,0.0,0.0,0.0,0.0,13.68,0.34,0.0
20230103:0230,0.0,0.0,0.0,0.0,12.95,0.62,0.0
20230103:0330,0.0,0.0,0.0,0.0,13.17,0.48,0.0
20230103:0430,0.0,0.0,0.0,0.0,12.74,0.41,0.0
20230103:0530,0.0,0.0,0.0,0.0,12.51,0.41,0.0
20230103:0630,0.0,0.0,0.0,0.0,12.44,0.28,0.0
20230103:0730,0.0,0.0,0.0,0.0,11.96,0.21,0.0
20230103:0830,0.0,0.0,0.0,0.0,11.31,0.28,0.0
20230103:0930,0.0,0.0,0.0,0.0,10.94,0.41,0.0
20230103:1030,0.0,0.0,0.0,0.0,10.86,0.34,0.0
20230103:1130,0.0,6.14,1.72,2.96,10.97,0.28,0.0
20230103:1230,195.62,75.21,14.22,16.53,11.92,0.28,0.0
20230103:1330,312.3,113.22,33.18,29.67,13.61,0.28,0.0
20230103:1430,137.07,85.32,29.39,41.98,19.28,0.28,0.0
20230103:1530,82.03,108.35,36.78,52.61,16.83,0.34,0.0
20230103:1630,51.93,90.7,48.31,59.66,15.51,0.34,0.0
20230103:1730,0.0,86.4,24.27,60.45,17.78,0.55,0.0
20230103:1830,0.0,91.96,25.83,54.56,16.97,0.97,0.0
20230103:1930,0.0,59.04,16.59,44.52,16.13,0.55,0.0
20230103:2030,0.0,65.43,18.38,32.48,15.27,0.62,0.0
20230103:2130,0.0,36.62,10.28,19.47,15.57,0.34,0.0
20230103:2230,0.0,10.34,2.9,5.98,14.78,0.55,0.0
20230103:2330,0.0,0.0,0.0,0.0,13.68,0.41,0.0
20230104:0030,0.0,0.0,0.0,0.0,13.23,0.41,0.0
20230104:0130,0.0,0.0,0.0,0.0,12.77,0.28,0.0
20230104:0230,0.0,0.0,0.0,0.0,13.33,0.14,0.0
20230104:0330,0.0,0.0,0.0,0.0,13.16,0.28,0.0
20230104:0430,0.0,0.0,0.0,0.0,12.61,0.21,0.0
20230104:0530,0.0,0.0,0.0,0.0,12.46,0.14,0.0
20230104:0630,0.0,0.0,0.0,0.0,12.28,0.21,0.0
20230104:0730,0.0,0.0,0.0,0.0,12.0,0.28,0.0
20230104:0830,0.0,0.0,0.0,0.0,11.79,0.28,0.0
20230104:0930,0.0,0.0,0.0,0.0,11.78,0.34,0.0
20230104:1030,0.0,0.0,0.0,0.0,11.52,0.34,0.0
20230104:1130,0.0,5.73,1.61,2.88,11.12,0.34,0.0
20230104:1230,235.43,97.15,16.85,16.45,11.11,0.34,0.0
20230104:1330,409.1,143.54,41.01,29.61,15.48,0.48,0.0
20230104:1430,312.78,100.59,48.86,41.95,14.81,0.34,0.0
20230104:1530,180.08,108.14,55.44,52.61,16.23,0.28,0.0
20230104:1630,70.21,74.51,55.47,59.72,16.87,0.34,0.0
20230104:1730,0.0,68.39,19.21,60.57,17.31,0.14,0.0
20230104:1830,0.0,58.14,16.33,54.7,18.76,0.07,0.0
20230104:1930,0.0,75.86,21.31,44.66,18.27,0.48,0.0
20230104:2030,0.0,32.49,9.12,32.61,17.64,0.34,0.0
20230104:2130,0.0,20.83,5.85,19.6,15.9,0.55,0.0
20230104:2230,0.0,7.78,2.19,6.09,15.5,0.69,0.0
20230104:2330,0.0,0.0,0.0,0.0,14.98,0.69,0.0
20230105:0030,0.0,0.0,0.0,0.0,14.34,0.62,0.0
20230105:0130,0.0,0.0,0.0,0.0,13.82,0.55,0.0
20230105:0230,0.0,0.0,0.0,0.0,13.53,0.55,0.0
20230105:0330,0.0,0.0,0.0,0.0,12.74,0.55,0.0
20230105:0430,0.0,0.0,0.0,0.0,12.58,0.55,0.0
20230105:0530,0.0,0.0,0.0,0.0,12.36,0.62,0.0
20230105:0630,0.0,0.0,0.0,0.0,11.35,0.69,0.0
20230105:0730,0.0,0.0,0.0,0.0,11.96,0.62,0.0
20230105:0830,0.0,0.0,0.0,0.0,12.23,0.62,0.0
20230105:0930,0.0,0.0,0.0,0.0,12.39,0.62,0.0
20230105:1030,0.0,0.0,0.0,0.0,12.11,0.62,0.0
20230105:1130,0.0,2.94,0.82,2.79,11.93,0.62,0.0
20230105:1230,156.82,36.75,9.3,16.38,12.39,0.62,0.0
20230105:1330,371.09,95.42,34.13,29.56,14.5,0.62,0.0
20230105:1430,301.02,123.21,50.49,41.93,14.84,0.55,0.0
20230105:1530,227.08,100.36,63.31,52.63,16.79,0.55,0.0
20230105:1630,88.18,99.8,70.58,59.79,17.76,0.55,0.0
20230105:1730,0.0,55.36,15.55,60.7,18.78,0.41,0.0
20230105:1830,0.0,81.04,22.76,54.85,19.26,0.21,0.0
20230105:1930,0.0,74.85,21.02,44.8,17.7,0.34,0.0
20230105:2030,0.0,56.94,15.99,32.75,16.87,0.34,0.0
20230105:2130,0.0,33.3,9.36,19.72,16.71,0.07,0.0
20230105:2230,0.0,7.51,2.11,6.21,15.3,0.34,0.0
20230105:2330,0.0,0.0,0.0,0.0,14.42,0.14,0.0
20230106:0030,0.0,0.0,0.0,0.0,14.07,0.28,0.0
20230106:0130,0.0,0.0,0.0,0.0,14.15,0.07,0.0
20230106:0230,0.0,0.0,0.0,0.0,13.75,0.07,0.0
20230106:0330,0.0,0.0,0.0,0.0,13.44,0.0,0.0
20230106:0430,0.0,0.0,0.0,0.0,12.92,0.41,0.0
20230106:0530,0.0,0.0,0.0,0.0,13.09,0.34,0.0
20230106:0630,0.0,0.0,0.0,0.0,12.67,0.48,0.0
20230106:0730,0.0,0.0,0.0,0.0,12.14,0.55,0.0
20230106:0830,0.0,0.0,0.0,0.0,11.67,0.69,0.0
20230106:0930,0.0,0.0,0.0,0.0,11.63,0.83,0.0
20230106:1030,0.0,0.0,0.0,0.0,11.25,0.97,0.0
20230106:1130,0.0,4.18,1.17,2.71,10.97,0.97,0.0
20230106:1230,257.64,90.54,16.42,16.32,11.98,0.69,0.0
20230106:1330,401.38,126.51,38.73,29.51,16.17,0.76,0.0
20230106:1430,281.24,92.4,44.32,41.91,15.21,0.83,0.0
20230106:1530,251.43,116.54,70.5,52.64,16.37,0.69,0.0
20230106:1630,91.01,124.7,76.6,59.87,18.31,0.48,0.0
20230106:1730,0.0,68.67,19.29,60.83,18.68,0.48,0.0
20230106:1830,0.0,76.54,21.5,55.0,18.95,0.34,0.0
20230106:1930,0.0,88.52,24.86,44.95,18.15,0.62,0.0
20230106:2030,0.0,66.72,18.74,32.88,16.68,0.48,0.0
20230106:2130,0.0,26.13,7.34,19.85,17.11,0.28,0.0
20230106:2230,0.0,8.21,2.3,6.33,15.8,0.0,0.0
20230106:2330,0.0,0.0,0.0,0.0,14.31,0.34,0.0
20230107:0030,0.0,0.0,0.0,0.0,13.59,0.48,0.0
20230107:0130,0.0,0.0,0.0,0.0,13.43,0.41,0.0
20230107:0230,0.0,0.0,0.0,0.0,13.65,0.21,0.0
20230107:0330,0.0,0.0,0.0,0.0,13.36,0.34,0.0
20230107:0430,0.0,0.0,0.0,0.0,13.73,0.34,0.0
20230107:0530,0.0,0.0,0.0,0.0,13.31,0.41,0.0
20230107:0630,0.0,0.0,0.0,0.0,13.59,0.34,0.0
20230107:0730,0.0,0.0,0.0,0.0,13.19,0.34,0.0
20230107:0830,0.0,0.0,0.0,0.0,13.58,0.34,0.0
20230107:0930,0.0,0.0,0.0,0.0,13.05,0.76,0.0
20230107:1030,0.0,0.0,0.0,0.0,12.99,0.69,0.0
20230107:1130,0.0,2.69,0.76,2.63,13.07,0.48,0.0
20230107:1230,54.81,27.63,6.14,16.25,13.5,0.48,0.0
20230107:1330,67.63,62.61,15.03,29.47,13.81,0.34,0.0
20230107:1430,136.25,79.76,28.18,41.89,14.91,0.55,0.0
20230107:1530,78.93,156.06,44.49,52.67,15.64,0.41,0.0
20230107:1630,21.72,134.11,38.69,59.96,16.78,0.34,0.0
20230107:1730,0.0,89.05,25.01,60.97,16.89,0.34,0.0
20230107:1830,0.0,85.64,24.06,55.16,17.56,0.14,0.0
20230107:1930,0.0,77.0,21.63,45.1,16.85,0.55,0.0
20230107:2030,0.0,71.04,19.96,33.02,16.87,0.21,0.0
20230107:2130,0.0,35.12,9.87,19.97,16.48,0.14,0.0
20230107:2230,0.0,9.15,2.57,6.44,15.85,0.14,0.0
20230107:2330,0.0,0.0,0.0,0.0,15.34,0.48,0.0
20230108:0030,0.0,0.0,0.0,0.0,14.3,0.28,0.0
20230108:0130,0.0,0.0,0.0,0.0,14.03,0.55,0.0
20230108:0230,0.0,0.0,0.0,0.0,13.3,0.69,0.0
20230108:0330,0.0,0.0,0.0,0.0,11.9,0.76,0.0
20230108:0430,0.0,0.0,0.0,0.0,11.83,0.69,0.0
20230108:0530,0.0,0.0,0.0,0.0,11.71,0.69,0.0
20230108:0630,0.0,0.0,0.0,0.0,11.09,0.76,0.0
20230108:0730,0.0,0.0,0.0,0.0,10.87,0.62,0.0
20230108:0830,0.0,0.0,0.0,0.0,11.11,0.48,0.0
20230108:0930,0.0,0.0,0.0,0.0,10.77,0.48,0.0
20230108:1030,0.0,0.0,0.0,0.0,10.75,0.48,0.0
20230108:1130,0.0,4.25,1.19,2.56,10.45,0.55,0.0
20230108:1230,62.73,57.27,10.78,16.19,10.79,0.55,0.0
20230108:1330,77.63,106.72,22.74,29.43,13.6,0.62,0.0
20230108:1430,95.1,140.21,34.58,41.88,13.88,0.9,0.0
20230108:1530,105.06,184.14,53.87,52.7,15.31,0.97,0.0
20230108:1630,62.5,155.14,65.0,60.05,16.89,0.9,0.0
20230108:1730,0.0,112.53,31.61,61.12,18.05,0.69,0.0
20230108:1830,0.0,130.39,36.62,55.32,19.08,0.55,0.0
20230108:1930,0.0,107.03,30.06,45.26,16.36,0.0,0.0
20230108:2030,0.0,68.5,19.24,33.16,16.64,0.14,0.0
20230108:2130,0.0,42.06,11.82,20.1,16.21,0.34,0.0
20230108:2230,0.0,10.98,3.09,6.56,15.82,0.48,0.0
20230108:2330,0.0,0.0,0.0,0.0,15.05,0.69,0.0
20230109:0030,0.0,0.0,0.0,0.0,14.16,0.34,0.0
20230109:0130,0.0,0.0,0.0,0.0,13.76,0.0,0.0
20230109:0230,0.0,0.0,0.0,0.0,13.34,0.28,0.0
20230109:0330,0.0,0.0,0.0,0.0,12.34,0.55,0.0
20230109:0430,0.0,0.0,0.0,0.0,11.9,0.41,0.0
20230109:0530,0.0,0.0,0.0,0.0,10.55,0.55,0.0
20230109:0630,0.0,0.0,0.0,0.0,10.51,0.41,0.0
20230109:0730,0.0,0.0,0.0,0.0,11.93,0.14,0.0
20230109:0830,0.0,0.0,0.0,0.0,11.4,0.14,0.0
20230109:0930,0.0,0.0,0.0,0.0,11.54,0.21,0.0
20230109:1030,0.0,0.0,0.0,0.0,11.07,0.48,0.0
20230109:1130,0.0,4.98,1.4,2.48,11.24,0.55,0.0
20230109:1230,211.37,77.79,14.39,16.13,11.63,0.41,0.0
20230109:1330,293.38,100.09,30.3,29.39,15.81,0.55,0.0
20230109:1430,259.57,85.35,40.88,41.87,14.83,0.21,0.0
20230109:1530,135.07,113.15,46.87,52.74,16.5,0.28,0.0
20230109:1630,86.58,98.65,67.09,60.15,17.15,0.48,0.0
20230109:1730,0.0,97.05,27.26,61.27,18.4,0.69,0.0
20230109:1830,0.0,110.31,30.99,55.49,17.97,0.76,0.0
20230109:1930,0.0,99.04,27.82,45.41,17.94,0.34,0.0
20230109:2030,0.0,49.95,14.03,33.3,16.14,0.21,0.0
20230109:2130,0.0,26.4,7.42,20.23,15.65,0.21,0.0
20230109:2230,0.0,9.36,2.63,6.67,14.98,0.21,0.0
20230109:2330,0.0,0.0,0.0,0.0,14.28,0.48,0.0
20230110:0030,0.0,0.0,0.0,0.0,13.67,0.34,0.0
20230110:0130,0.0,0.0,0.0,0.0,13.23,0.21,0.0
20230110:0230,0.0,0.0,0.0,0.0,12.81,0.14,0.0
20230110:0330,0.0,0.0,0.0,0.0,12.81,0.14,0.0
20230110:0430,0.0,0.0,0.0,0.0,12.9,0.0,0.0
20230110:0530,0.0,0.0,0.0,0.0,12.99,0.14,0.0
20230110:0630,0.0,0.0,0.0,0.0,13.05,0.28,0.0
20230110:0730,0.0,0.0,0.0,0.0,13.31,0.14,0.0
20230110:0830,0.0,0.0,0.0,0.0,13.17,0.07,0.0
20230110:0930,0.0,0.0,0.0,0.0,13.21,0.07,0.0
20230110:1030,0.0,0.0,0.0,0.0,13.19,0.0,0.0
20230110:1130,0.0,1.66,0.47,2.41,12.91,0.14,0.0
20230110:1230,13.05,14.84,3.21,16.08,13.12,0.07,0.0
20230110:1330,15.09,30.36,6.82,29.35,13.11,0.0,0.0
20230110:1430,9.22,51.67,11.22,41.86,13.31,0.21,0.0
20230110:1530,4.73,70.42,15.0,52.78,13.87,0.41,0.0
20230110:1630,4.92,94.87,21.64,60.25,13.87,0.34,0.0
20230110:1730,0.0,51.75,14.54,61.43,16.4,0.62,0.0
20230110:1830,0.0,97.4,27.36,55.66,14.95,0.62,0.0
20230110:1930,0.0,64.79,18.2,45.57,15.59,0.14,0.0
20230110:2030,0.0,55.25,15.52,33.45,22.09,0.07,0.0
20230110:2130,0.0,34.0,9.55,20.36,17.46,0.14,0.0
20230110:2230,0.0,9.56,2.69,6.79,15.53,0.07,0.0
20230110:2330,0.0,0.0,0.0,0.0,14.18,0.41,0.0
20230111:0030,0.0,0.0,0.0,0.0,13.49,0.14,0.0
20230111:0130,0.0,0.0,0.0,0.0,13.03,0.34,0.0
20230111:0230,0.0,0.0,0.0,0.0,12.84,0.21,0.0
20230111:0330,0.0,0.0,0.0,0.0,12.2,0.55,0.0
20230111:0430,0.0,0.0,0.0,0.0,11.99,0.34,0.0
20230111:0530,0.0,0.0,0.0,0.0,11.89,0.28,0.0
20230111:0630,0.0,0.0,0.0,0.0,11.74,0.34,0.0
20230111:0730,0.0,0.0,0.0,0.0,11.52,0.62,0.0
20230111:0830,0.0,0.0,0.0,0.0,11.58,0.41,0.0
20230111:0930,0.0,0.0,0.0,0.0,11.55,0.48,0.0
20230111:1030,0.0,0.0,0.0,0.0,11.61,0.48,0.0
20230111:1130,0.0,4.84,1.36,2.34,11.68,0.48,0.0
20230111:1230,120.55,65.37,12.01,16.02,12.17,0.48,0.0
20230111:1330,145.24,122.91,27.04,29.32,13.42,0.55,0.0
20230111:1430,241.67,155.87,48.74,41.86,14.31,0.55,0.0
20230111:1530,101.19,126.74,42.85,52.82,15.91,0.62,0.0
20230111:1630,90.2,110.45,70.41,60.36,16.45,0.41,0.0
20230111:1730,0.0,97.9,27.5,61.6,18.37,0.34,0.0
20230111:1830,0.0,90.8,25.51,55.83,19.51,0.21,0.0
20230111:1930,0.0,73.78,20.72,45.73,17.22,0.55,0.0
20230111:2030,0.0,49.89,14.01,33.59,17.32,0.28,0.0
20230111:2130,0.0,37.83,10.62,20.49,16.17,0.14,0.0
20230111:2230,0.0,7.24,2.04,6.9,15.13,0.34,0.0
20230111:2330,0.0,0.0,0.0,0.0,14.38,0.41,0.0
20230112:0030,0.0,0.0,0.0,0.0,13.98,0.48,0.0
20230112:0130,0.0,0.0,0.0,0.0,13.4,0.48,0.0
20230112:0230,0.0,0.0,0.0,0.0,12.98,0.55,0.0
20230112:0330,0.0,0.0,0.0,0.0,13.04,0.41,0.0
20230112:0430,0.0,0.0,0.0,0.0,12.89,0.55,0.0
20230112:0530,0.0,0.0,0.0,0.0,12.51,0.48,0.0
20230112:0630,0.0,0.0,0.0,0.0,12.21,0.55,0.0
20230112:0730,0.0,0.0,0.0,0.0,11.99,0.55,0.0
20230112:0830,0.0,0.0,0.0,0.0,11.61,0.69,0.0
20230112:0930,0.0,0.0,0.0,0.0,11.49,0.69,0.0
20230112:1030,0.0,0.0,0.0,0.0,11.77,0.62,0.0
20230112:1130,0.0,6.18,1.74,2.27,11.71,0.48,0.0
20230112:1230,156.2,83.31,14.3,15.98,12.14,0.28,0.0
20230112:1330,208.6,108.15,27.27,29.3,13.59,0.21,0.0
20230112:1430,247.95,157.46,49.42,41.87,14.78,0.34,0.0
20230112:1530,239.82,133.11,69.41,52.88,16.29,0.34,0.0
20230112:1630,96.64,115.67,74.52,60.48,18.01,0.34,0.0
20230112:1730,0.0,57.89,16.26,61.77,18.73,0.34,0.0
20230112:1830,0.0,72.23,20.29,56.01,18.84,0.48,0.0
20230112:1930,0.0,63.35,17.79,45.9,17.65,0.62,0.0
20230112:2030,0.0,39.96,11.22,33.74,18.38,0.55,0.0
20230112:2130,0.0,31.68,8.9,20.62,17.08,0.34,0.0
20230112:2230,0.0,9.77,2.75,7.02,16.0,0.34,0.0
20230112:2330,0.0,0.0,0.0,0.0,14.94,0.69,0.0
20230113:0030,0.0,0.0,0.0,0.0,14.1,0.69,0.0
20230113:0130,0.0,0.0,0.0,0.0,13.62,0.62,0.0
20230113:0230,0.0,0.0,0.0,0.0,13.33,0.34,0.0
20230113:0330,0.0,0.0,0.0,0.0,13.13,0.48,0.0
20230113:0430,0.0,0.0,0.0,0.0,11.98,0.55,0.0
20230113:0530,0.0,0.0,0.0,0.0,11.68,0.34,0.0
20230113:0630,0.0,0.0,0.0,0.0,11.69,0.41,0.0
20230113:0730,0.0,0.0,0.0,0.0,11.24,0.62,0.0
20230113:0830,0.0,0.0,0.0,0.0,11.56,0.48,0.0
20230113:0930,0.0,0.0,0.0,0.0,10.99,0.55,0.0
20230113:1030,0.0,0.0,0.0,0.0,10.7,0.69,0.0
20230113:1130,0.0,6.05,1.7,2.21,11.11,0.62,0.0
20230113:1230,138.41,83.15,14.18,15.93,11.53,0.69,0.0
20230113:1330,266.47,119.09,30.99,29.28,13.03,0.55,0.0
20230113:1430,242.56,154.01,48.39,41.88,14.99,0.41,0.0
20230113:1530,239.58,127.13,68.22,52.93,16.72,0.21,0.0
20230113:1630,109.55,72.11,72.51,60.61,18.1,0.34,0.0
20230113:1730,0.0,53.65,15.07,61.95,18.71,0.41,0.0
20230113:1830,0.0,89.29,25.08,56.2,19.81,0.41,0.0
20230113:1930,0.0,63.69,17.89,46.06,19.49,0.28,0.0
20230113:2030,0.0,50.61,14.21,33.88,16.94,0.41,0.0
20230113:2130,0.0,32.06,9.01,20.75,16.22,0.34,0.0
20230113:2230,0.0,9.93,2.79,7.13,16.05,0.41,0.0
20230113:2330,0.0,0.0,0.0,0.0,14.52,0.14,0.0
20230114:0030,0.0,0.0,0.0,0.0,13.72,0.41,0.0
20230114:0130,0.0,0.0,0.0,0.0,13.41,0.48,0.0
20230114:0230,0.0,0.0,0.0,0.0,12.56,0.55,0.0
20230114:0330,0.0,0.0,0.0,0.0,12.61,0.34,0.0
20230114:0430,0.0,0.0,0.0,0.0,11.46,0.62,0.0
20230114:0530,0.0,0.0,0.0,0.0,11.06,0.69,0.0
20230114:0630,0.0,0.0,0.0,0.0,10.92,0.76,0.0
20230114:0730,0.0,0.0,0.0,0.0,11.4,0.62,0.0
20230114:0830,0.0,0.0,0.0,0.0,11.13,0.76,0.0
20230114:0930,0.0,0.0,0.0,0.0,10.89,0.9,0.0
20230114:1030,0.0,0.0,0.0,0.0,10.98,0.83,0.0
20230114:1130,0.0,4.97,1.39,2.15,11.03,0.83,0.0
20230114:1230,164.0,76.12,13.49,15.89,11.97,0.76,0.0
20230114:1330,242.57,130.64,31.34,29.26,13.37,0.83,0.0
20230114:1430,329.57,141.94,54.57,41.89,14.89,0.76,0.0
20230114:1530,239.13,102.52,64.08,53.0,16.54,0.76,0.0
20230114:1630,117.55,78.72,77.68,60.74,17.73,0.55,0.0
20230114:1730,0.0,81.29,22.84,62.14,18.77,0.55,0.0
20230114:1830,0.0,95.28,26.76,56.39,19.3,0.62,0.0
20230114:1930,0.0,97.85,27.49,46.23,18.09,0.48,0.0
20230114:2030,0.0,67.71,19.02,34.03,18.29,0.28,0.0
20230114:2130,0.0,23.28,6.54,20.87,17.15,0.62,0.0
20230114:2230,0.0,8.28,2.32,7.24,15.53,0.9,0.0
20230114:2330,0.0,0.0,0.0,0.0,14.42,0.62,0.0
20230115:0030,0.0,0.0,0.0,0.0,13.82,0.21,0.0
20230115:0130,0.0,0.0,0.0,0.0,13.61,0.14,0.0
20230115:0230,0.0,0.0,0.0,0.0,13.08,0.41,0.0
20230115:0330,0.0,0.0,0.0,0.0,12.7,0.55,0.0
20230115:0430,0.0,0.0,0.0,0.0,12.6,0.76,0.0
20230115:0530,0.0,0.0,0.0,0.0,12.56,0.76,0.0
20230115:0630,0.0,0.0,0.0,0.0,12.65,0.76,0.0
20230115:0730,0.0,0.0,0.0,0.0,12.26,0.41,0.0
20230115:0830,0.0,0.0,0.0,0.0,12.1,0.48,0.0
20230115:0930,0.0,0.0,0.0,0.0,11.59,0.55,0.0
20230115:1030,0.0,0.0,0.0,0.0,11.61,0.55,0.0
20230115:1130,0.0,4.98,1.4,2.09,10.73,0.76,0.0
20230115:1230,206.83,90.5,15.32,15.85,11.18,0.62,0.0
20230115:1330,292.64,136.67,34.0,29.24,13.54,0.83,0.0
20230115:1430,409.16,138.49,61.71,41.91,15.19,1.1,0.0
20230115:1530,265.03,87.77,66.62,53.07,17.5,1.24,0.0
20230115:1630,125.59,79.31,81.67,60.88,18.14,1.1,0.0
20230115:1730,0.0,43.29,12.16,62.33,19.45,1.1,0.0
20230115:1830,0.0,56.43,15.85,56.58,19.95,1.17,0.0
20230115:1930,0.0,53.54,15.04,46.4,19.72,1.03,0.0
20230115:2030,0.0,56.93,15.99,34.18,18.28,0.83,0.0
20230115:2130,0.0,30.65,8.61,21.0,17.28,0.62,0.0
20230115:2230,0.0,11.68,3.28,7.35,16.39,0.34,0.0
20230115:2330,0.0,0.0,0.0,0.0,15.64,0.48,0.0
20230116:0030,0.0,0.0,0.0,0.0,14.93,0.41,0.0
20230116:0130,0.0,0.0,0.0,0.0,14.12,0.41,0.0
20230116:0230,0.0,0.0,0.0,0.0,13.39,0.55,0.0
20230116:0330,0.0,0.0,0.0,0.0,13.36,0.55,0.0
20230116:0430,0.0,0.0,0.0,0.0,13.33,0.48,0.0
20230116:0530,0.0,0.0,0.0,0.0,13.55,0.41,0.0
20230116:0630,0.0,0.0,0.0,0.0,13.35,0.21,0.0
20230116:0730,0.0,0.0,0.0,0.0,12.74,1.03,0.0
20230116:0830,0.0,0.0,0.0,0.0,12.23,0.76,0.0
20230116:0930,0.0,0.0,0.0,0.0,11.74,0.83,0.0
20230116:1030,0.0,0.0,0.0,0.0,11.8,0.62,0.0
20230116:1130,0.0,6.14,1.72,2.03,11.2,0.69,0.0
20230116:1230,295.99,114.64,18.41,15.81,11.38,0.48,0.0
20230116:1330,422.32,153.11,41.39,29.23,13.51,0.48,0.0
20230116:1430,325.46,106.42,49.46,41.94,15.29,0.48,0.0
20230116:1530,291.95,127.13,77.72,53.14,16.49,0.41,0.0
20230116:1630,104.58,91.45,72.08,61.02,18.36,0.48,0.0
20230116:1730,0.0,59.22,16.64,62.53,19.27,0.41,0.0
20230116:1830,0.0,58.58,16.46,56.78,19.39,0.34,0.0
20230116:1930,0.0,54.54,15.32,46.58,17.99,0.28,0.0
20230116:2030,0.0,48.15,13.52,34.33,18.22,0.21,0.0
20230116:2130,0.0,36.65,10.29,21.13,17.91,0.41,0.0
20230116:2230,0.0,13.31,3.74,7.46,16.61,0.41,0.0
20230116:2330,0.0,0.0,0.0,-6.44,15.88,0.34,0.0
20230117:0030,0.0,0.0,0.0,0.0,14.83,0.48,0.0
20230117:0130,0.0,0.0,0.0,0.0,14.28,0.48,0.0
20230117:0230,0.0,0.0,0.0,0.0,14.1,0.41,0.0
20230117:0330,0.0,0.0,0.0,0.0,13.12,0.55,0.0
20230117:0430,0.0,0.0,0.0,0.0,12.55,0.55,0.0
20230117:0530,0.0,0.0,0.0,0.0,12.08,0.69,0.0
20230117:0630,0.0,0.0,0.0,0.0,11.8,0.69,0.0
20230117:0730,0.0,0.0,0.0,0.0,11.96,0.69,0.0
